Id,SalePrice
1461,123348.33333333333
1462,141600.0
1463,163776.0
1464,181800.0
1465,210805.0
1466,177310.0
1467,165213.33333333334
1468,174856.33333333334
1469,188093.33333333334
1470,119171.66666666667
1471,188268.3
1472,94730.0
1473,92183.33333333333
1474,163663.33333333334
1475,141505.0
1476,391820.2
1477,258418.26666666666
1478,323650.9666666667
1479,283377.9666666667
1480,425009.9666666667
1481,343492.0333333333
1482,210383.33333333334
1483,178983.3
1484,167731.56666666668
1485,166499.95833333334
1486,218300.0
1487,355056.4666666667
1488,256534.86666666667
1489,205073.88333333333
1490,192143.33333333334
1491,187793.33333333334
1492,114067.66666666667
1493,176475.0
1494,309755.0333333333
1495,304221.5333333333
1496,210599.66666666666
1497,197263.33333333334
1498,153111.09166666667
1499,153111.09166666667
1500,156618.99611111113
1501,172143.33333333334
1502,147839.7777777778
1503,312889.06666666665
1504,231136.66666666666
1505,208662.66666666666
1506,221225.0
1507,231023.33333333334
1508,183343.33333333334
1509,164858.33333333334
1510,136949.13333333333
1511,151685.8
1512,170056.83333333334
1513,164881.66666666666
1514,133816.66666666666
1515,224877.66666666666
1516,161465.0
1517,143385.0
1518,163380.0
1519,211846.66666666666
1520,136148.33333333334
1521,146368.33333333334
1522,182746.66666666666
1523,120270.86666666667
1524,123026.0
1525,129004.33333333333
1526,131200.0
1527,109272.36666666667
1528,117440.0
1529,140780.0
1530,163160.0
1531,134528.26666666666
1532,101040.0
1533,153018.33333333334
1534,120581.66666666667
1535,141720.0
1536,111666.66666666667
1537,96023.7
1538,177174.46666666667
1539,246115.1
1540,126948.33333333333
1541,154726.66666666666
1542,146515.0
1543,188092.5
1544,87863.33333333333
1545,110183.33333333333
1546,122853.33333333333
1547,126471.66666666667
1548,125914.46666666666
1549,115063.33333333333
1550,147453.33333333334
1551,114798.83333333333
1552,134941.66666666666
1553,147173.7
1554,106336.8
1555,153203.33333333334
1556,106788.33333333333
1557,118920.56666666667
1558,98530.0
1559,125542.9
1560,147003.33333333334
1561,171844.73333333334
1562,117956.66666666667
1563,123455.0
1564,156961.66666666666
1565,150466.66666666666
1566,194903.33333333334
1567,98926.66666666667
1568,199620.0
1569,125073.33333333333
1570,121335.83333333333
1571,133892.36666666667
1572,130342.5
