Id,SalePrice
1461,123505.87862331001
1462,139451.8801283897
1463,190871.47757385252
1464,194629.70213976642
1465,320181.80137193995
1466,185664.74848823715
1467,204999.79585762974
1468,191491.64891729737
1469,185897.66095050145
1470,151934.01416276675
1471,157783.07620310038
1472,101353.68534104712
1473,101353.68534104712
1474,144195.3375989059
1475,149014.80780334072
1476,315440.22993968986
1477,320259.7001441247
1478,314371.46013055043
1479,315052.9710585093
1480,312449.60651570186
1481,305646.94311190443
1482,303624.46689086733
1483,205422.8950215592
1484,192329.78658014676
1485,196892.00744350348
1486,199301.74254572066
1487,348105.78238621773
1488,268724.46828581067
1489,227088.1766624786
1490,221199.93664890435
1491,212549.53104494791
1492,107417.10241982387
1493,163757.25576876197
1494,341597.37102919864
1495,340977.1996857538
1496,208531.08979437267
1497,203030.10866197897
1498,203030.10866197897
1499,203711.61958993785
1500,204331.7909333827
1501,197823.3795763636
1502,201728.42639057525
1503,227708.3480059239
1504,209872.05508745043
1505,217294.88983469317
1506,177064.3280985849
1507,202950.54372818163
1508,184630.1772082327
1509,177451.58697976544
1510,146727.28507715138
1511,146727.28507715138
1512,151167.02057102416
1513,136894.71522769146
1514,162803.46254663868
1515,165240.7834670511
1516,124803.64796038764
1517,176933.26463662274
1518,127879.75404815981
1519,198978.59468684718
1520,137615.50917732436
1521,137615.50917732436
1522,137615.50917732436
1523,130095.85970978672
1524,134779.83972243546
1525,135546.83331417805
1526,115831.07853707299
1527,142352.94815535704
1528,167261.1731716576
1529,142055.24467119714
1530,163410.07419501338
1531,86555.666098007
1532,104918.89080222696
1533,133840.67455651332
1534,148350.22005551634
1535,160083.0980660417
1536,107549.23361304682
1537,104719.35727939429
1538,130092.17935564788
1539,123208.95499323867
1540,66887.08366016205
1541,131326.24411487114
1542,145081.74477146333
1543,147448.50672333594
1544,103094.23589595873
1545,109366.89960197173
1546,106849.01772294752
1547,108089.36040983768
1548,114948.44169297675
1549,127951.71341040172
1550,97509.2510660286
1551,100503.29838762432
1552,93132.19253784698
1553,138485.24782227213
1554,132542.44372249115
1555,191227.68466399936
1556,149156.18078941526
1557,95432.29902284313
1558,130942.78154695965
1559,59047.770191008225
1560,81894.55365373334
1561,117714.94136091974
1562,166023.00381142367
1563,133726.8029350224
1564,138309.55279130023
1565,128907.33273058757
1566,237290.33426521905
1567,91689.66037693992
1568,220681.3306076615
1569,126941.37182419328
1570,145367.65748238983
1571,131302.4001525892
1572,155344.9630637169
1573,191356.4116437612
1574,125823.09205769142
1575,195240.40263551706
1576,204507.13250444317
1577,216661.75784474146
1578,151174.11833763402
1579,190606.566962881
1580,195601.9290400152
1581,201521.19761070935
1582,170335.8847538638
1583,207549.98194491444
1584,194920.41811205633
1585,181347.7186338622
1586,151554.0985507639
1587,122220.429011059
1588,140443.9808107135
1589,109020.70136275887
1590,142326.55140388804
1591,124289.10487420578
1592,159961.8638465088
1593,135870.39852820104
1594,137740.6282940181
1595,115947.07978854794
1596,220399.77390931966
1597,225250.91136364313
1598,264647.4928736738
1599,154034.61064707022
1600,150896.55742460117
1601,102906.00552122481
1602,105130.61674907804
1603,58960.58028092887
1604,247375.07322533755
1605,172386.56428235024
1606,148236.09699763078
1607,139453.4407301806
1608,257305.83258841978
1609,259289.02578778192
1610,250564.50876913592
1611,141747.13973800512
1612,185016.12811520835
1613,177826.20583023038
1614,100485.33043789538
1615,94898.8666417175
1616,85484.7069743108
1617,94364.17796205636
1618,170145.0692985016
1619,164577.07820411026
1620,142435.9324333677
1621,162593.2774545648
1622,135161.1350347884
1623,171999.3054011697
1624,165878.15292533115
1625,133710.46236311318
1626,157140.74324838258
1627,190189.96664589364
1628,198000.06027431693
1629,187160.06020023162
1630,336483.4995567454
1631,327991.89500036323
1632,324768.35911411047
1633,189081.9138150802
1634,192173.15984525625
1635,186966.43075964088
1636,189802.7077647131
1637,167294.37444028538
1638,186563.36287959246
1639,196834.92050769832
1640,199801.40085241664
1641,201874.99842073536
1642,213777.10190166207
1643,210553.5660154093
1644,212475.41963025834
1645,190615.8394922847
1646,186176.1039984119
1647,184339.73304734705
1648,151934.01416276675
1649,159511.80287910858
1650,155072.0673852358
1651,183364.68535766797
1652,103957.04988385504
1653,105793.4208349199
1654,142358.96664784104
1655,145876.75458087213
1656,143660.64891924476
1657,144962.3311906485
1658,144962.3311906485
1659,150316.49007474445
1660,178900.80678452505
1661,312155.3544689235
1662,314758.719011731
1663,318276.50694476254
1664,316974.82467335835
1665,318276.50694476254
1666,313751.2887871056
1667,312155.3544689235
1668,318276.50694476254
1669,315673.1424019546
1670,318276.50694476254
1671,312449.60651570186
1672,311768.095587743
1673,307630.13631126704
1674,315673.1424019546
1675,302322.7846194636
1676,302322.7846194636
1677,305607.6600902304
1678,313751.2887871056
1679,312449.60651570186
1680,306909.34236163413
1681,306227.83143367525
1682,311147.92424429813
1683,299719.42007665616
1684,200603.42481712438
1685,201284.93574508326
1686,191709.6152367019
1687,197573.51837146236
1688,199983.25347367954
1689,199301.74254572066
1690,198000.06027431693
1691,198000.06027431693
1692,196698.3780029132
1693,196892.00744350348
1694,194095.01346010529
1695,191065.1070144428
1696,192793.33118870156
1697,193521.64930895297
1698,350709.14692902565
1699,348400.03443299606
1700,344882.24649996543
1701,342278.8819571575
1702,271948.0041720639
1703,271948.0041720639
1704,270646.3219006597
1705,269344.639629256
1706,268724.46828581067
1707,225786.49439107487
1708,225104.98346311646
1709,224484.81211967114
1710,223183.12984826742
1711,217682.1487158737
1712,225786.49439107487
1713,223183.12984826742
1714,219278.08303405577
1715,213777.10190166207
1716,224412.10128606344
1717,219972.36579219066
1718,217369.00124938274
1719,212549.53104494791
1720,217369.00124938274
1721,218050.51217734162
1722,217369.00124938274
1723,216748.8299059379
1724,223257.241262957
