Id,SalePrice
1461,133455.01119622262
1462,146583.1973966239
1463,222409.72602594737
1464,223221.13275911147
1465,203720.90148233762
1466,214260.80879440205
1467,234236.33248560317
1468,223221.13275911147
1469,211774.5352489897
1470,171029.94909126125
1471,198741.63251348166
1472,125583.651664468
1473,125583.651664468
1474,164236.766295298
1475,169088.00324826827
1476,246856.47772058472
1477,251707.71467355452
1478,242332.97486728616
1479,243558.79744200874
1480,239484.33882623585
1481,231370.0499906568
1482,232242.1117927474
1483,242332.97486728616
1484,232242.1117927474
1485,233018.89012994478
1486,235444.50860642968
1487,223221.13275911147
1488,243558.79744200874
1489,230629.9051352879
1490,221255.16532901954
1491,235444.50860642968
1492,85490.47757631773
1493,213501.89841504255
1494,213034.986219679
1495,212223.57948651537
1496,208315.66621343046
1497,202238.60668573808
1498,202238.60668573808
1499,203464.42926046066
1500,204275.8359936243
1501,194089.6894541923
1502,200201.3773778514
1503,231441.31186845154
1504,206217.78183661727
1505,215143.47740536043
1506,164918.26116760215
1507,213034.986219679
1508,183689.355839625
1509,168215.94144617766
1510,162881.03185971547
1511,162881.03185971547
1512,164918.26116760215
1513,151529.7178144874
1514,194049.53037465783
1515,192012.52257071342
1516,125835.52848564135
1517,206482.3199494928
1518,138093.53272892674
1519,245613.45169984968
1520,148620.42670451058
1521,148620.42670451058
1522,148620.42670451058
1523,138870.31106612366
1524,134359.8215493057
1525,140471.5094729648
1526,125965.4403465013
1527,158666.54498817772
1528,191218.54078750405
1529,150657.6560123968
1530,182511.6180052329
1531,60475.691460225265
1532,74226.15430109389
1533,114041.770689453
1534,148303.3903768123
1535,166843.45626183273
1536,86510.40672128135
1537,101176.8259950392
1538,118115.37914515287
1539,108775.48923879303
1540,46707.13915757649
1541,124933.92410225049
1542,153756.39883148763
1543,168315.7652043635
1544,78283.18796691252
1545,87217.2637547194
1546,88028.6704878835
1547,89651.48395421077
1548,94519.92435319303
1549,121557.72079690965
1550,79914.60315624624
1551,76660.37450058525
1552,67743.50215879036
1553,135207.1953914538
1554,122085.28806120018
1555,148620.42670451058
1556,99870.51302440232
1557,81268.3702226798
1558,118532.86788716819
1559,43863.82755547948
1560,57971.46243280033
1561,156428.59649990452
1562,214365.57999806898
1563,166955.49047548836
1564,178838.1188866552
1565,162104.25352251856
1566,214710.29603981134
1567,110410.19883252447
1568,199638.06264750054
1569,165942.9574097488
1570,175640.79819827294
1571,159761.56968627265
1572,192370.47345287772
1573,251707.71467355452
1574,158806.57324394258
1575,205662.8473253306
1576,213034.986219679
1577,252519.12140671816
1578,138786.96927369572
1579,216114.65104773222
1580,222409.72602594737
1581,218387.76376397954
1582,175104.40770703414
1583,238258.51625151327
1584,221183.9034512248
1585,195626.2264698036
1586,194887.4067886658
1587,138434.28016507858
1588,166955.49047548836
1589,125024.12175247772
1590,173939.24020123808
1591,146583.1973966239
1592,168041.28479444608
1593,120147.07963048946
1594,137188.72237584367
1595,111230.20728869457
1596,162248.06473562634
1597,172054.4238294661
1598,228582.29052247573
1599,167105.01615939382
1600,167105.01615939382
1601,91265.69569753204
1602,103257.5069258404
1603,80263.82675825944
1604,198889.2783524124
1605,224446.95533383405
1606,178013.69881701097
1607,174763.6602708823
1608,248444.66279094527
1609,251707.71467355452
1610,240744.78979692562
1611,175553.67344850162
1612,241521.56813412253
1613,230109.59901996749
1614,134509.3472332107
1615,123546.42235658178
1616,123546.42235658178
1617,127620.8809723542
1618,213519.32336499682
1619,199551.15940167103
1620,194324.54661658267
1621,208960.5276039061
1622,165354.29206864722
1623,221149.27505525807
1624,214260.80879440205
1625,142508.73878085148
1626,179178.86632280704
1627,221183.9034512248
1628,233407.279298543
1629,217946.8782415758
1630,229393.4757516971
1631,215944.2773296563
1632,211058.41198071977
1633,220795.5142826261
1634,224446.95533383405
1635,216298.03810228826
1636,217886.22317264928
1637,180439.31729349634
1638,182476.54660138255
1639,197134.3641521344
1640,200035.05353910523
1641,211844.23504880676
1642,212329.46976027638
1643,207443.60441133985
1644,210292.24045239016
1645,181216.09563069325
1646,179178.86632280704
1647,181216.09563069325
1648,171029.94909126125
1649,173067.17839914747
1650,171029.94909126125
1651,215970.96851444244
1652,129658.11028024089
1653,127620.8809723542
1654,166273.99560318468
1655,169088.00324826827
1656,168311.2249110709
1657,170348.45421895757
1658,170348.45421895757
1659,171125.23255615495
1660,209462.2896991782
1661,241556.19653008925
1662,245630.65514586214
1663,248444.66279094527
1664,246407.43348305905
1665,248444.66279094527
1666,241521.56813412253
1667,241556.19653008925
1668,248444.66279094527
1669,244370.20417517284
1670,248444.66279094527
1671,239484.33882623585
1672,238258.51625151327
1673,234633.10187326605
1674,244370.20417517284
1675,230204.88248486118
1676,230204.88248486118
1677,235505.16367535666
1678,241521.56813412253
1679,239484.33882623585
1680,237542.39298324334
1681,236316.5704085203
1682,237447.10951834964
1683,226130.4238690883
1684,237481.7379143159
1685,238707.56048903894
1686,231430.70505958376
1687,234244.71270466736
1688,236670.33118115226
1689,235444.50860642968
1690,233407.279298543
1691,233407.279298543
1692,231370.0499906568
1693,233018.89012994478
1694,227295.5913748839
1695,224058.56616523536
1696,225258.36206699768
1697,222832.7435905123
1698,227295.5913748839
1699,221149.27505525807
1700,218335.26741017448
1701,214260.80879440205
1702,248444.66279094527
1703,248444.66279094527
1704,246407.43348305905
1705,244370.20417517284
